School,Average Debt,Earnings,Average Best Value Score,Good Investment
Pennsylvania State University-Penn State DuBois,26270.75,40837.5,1.5318384303975712,True
Pennsylvania State University-Penn State Fayette- Eberly,26233.777777777777,38777.77777777778,1.5195536585538028,True
Pennsylvania State University-Penn State Hazleton,26346.444444444445,39977.77777777778,1.4924955916481117,False
Pennsylvania State University-Main Campus,24841.44705882353,43443.529411764706,1.637475680439637,True
Pennsylvania State University-Penn State Greater Allegheny,26381.777777777777,35877.77777777778,1.3432897475645393,False
Pennsylvania State University-Penn State Mont Alto,25383.0,41400.0,1.639253476755719,True
Pennsylvania State University-Penn State Abington,25380.571428571428,38028.57142857143,1.456592190902108,False
Pennsylvania State University-Penn State Schuylkill,24983.5,42150.0,1.6576863042714458,True
Pennsylvania State University-Penn State York,26042.636363636364,37754.545454545456,1.4117314156090706,False
University of Pennsylvania,19197.38888888889,61494.444444444445,3.0454503713091,True
Cairn University-Langhorne,27339.0,28500.0,0.987012987012987,False
University of the Sciences,24709.0,45900.0,1.7,True
University of Pittsburgh-Bradford,24303.944444444445,36955.555555555555,1.4097403579799648,False
University of Pittsburgh-Greensburg,24322.625,32837.5,1.2495417302451761,False
University of Pittsburgh-Johnstown,24434.045454545456,37881.818181818184,1.441703907180564,False
University of Pittsburgh-Pittsburgh Campus,23904.739130434784,41086.95652173913,1.594387696765703,True
Point Park University,27053.88888888889,28744.444444444445,1.0462438331050936,False
Robert Morris University,24886.222222222223,41055.555555555555,1.57120752089855,True
Saint Francis University,27190.5,32800.0,1.2251654053325585,False
Saint Joseph's University,22148.5,43890.0,1.7985392260277446,True
Saint Vincent College,25420.333333333332,34966.666666666664,1.2958611978005647,False
University of Scranton,24517.071428571428,40164.28571428572,1.505249136332903,True
Shippensburg University of Pennsylvania,24555.1,34275.0,1.3291258730709283,False
Slippery Rock University of Pennsylvania,23831.64,34344.0,1.4282351056703053,False
Swarthmore College,18493.666666666668,66266.66666666667,3.1371195677707306,True
Thiel College,28576.8,31980.0,1.1844444444444444,False
Ursinus College,26435.75,31225.0,1.1564814814814814,False
Villanova University,23057.95238095238,57680.95238095238,2.200452307403366,True
Waynesburg University,26534.0,45300.0,1.6777777777777778,True
West Chester University of Pennsylvania,22272.678571428572,38628.57142857143,1.6645674269410748,True
Widener University,26117.18181818182,44300.0,1.6341159556343534,True
Wilkes University,24155.125,41275.0,1.6327704599289952,True
York College of Pennsylvania,25265.727272727272,35990.90909090909,1.3689408987861043,False
Brown University,14257.0,52800.0,3.712591208687185,True
Providence College,24321.533333333333,42213.333333333336,1.5714765432098767,True
Rhode Island College,21885.68,36140.0,1.7092354414671802,True
University of Rhode Island,21859.5,38717.391304347824,1.640580228918239,True
Rhode Island School of Design,22906.666666666668,22200.0,0.8507841241800952,False
Charleston Southern University,28041.625,33362.5,1.2049517684310487,False
Bob Jones University,17292.0,37820.0,2.1883101155665647,True
College of Charleston,21550.74074074074,30244.444444444445,1.366010104195134,False
Citadel Military College of South Carolina,21409.5,43500.0,1.9240481509497496,True
Claflin University,34105.71428571428,25814.285714285714,0.7210567109517532,False
Clemson University,21521.85,42970.0,1.9668701662763932,True
Coker College,32337.0,26250.0,0.8763671015980061,False
Columbia International University,22573.0,23800.0,1.1069767441860465,False
Columbia College,27189.63157894737,36068.42105263158,1.4387213632728988,False
Converse College,25785.0,19800.0,0.7342851844984238,False
Erskine College,24217.0,26100.0,1.0038461538461538,False
Francis Marion University,32772.555555555555,30288.88888888889,0.9886858377806012,False
Furman,22537.5,33575.0,1.3837137193326061,False
Lander University,28235.625,30275.0,1.0973991515498516,False
Limestone College,29862.25,36675.0,1.3511216226838156,False
North Greenville University,21347.5,26966.666666666668,1.2328951574676417,False
Presbyterian College,20264.5,31900.0,1.4312530120481926,False
University of South Carolina-Aiken,26133.0,31466.666666666668,1.2337111394979414,False
University of South Carolina-Beaufort,24659.333333333332,34150.0,1.3504227222736498,False
University of South Carolina-Columbia,22196.17777777778,38940.0,1.6349305117352335,True
Coastal Carolina University,24473.260869565216,30047.82608695652,1.2298477581877996,False
South Carolina State University,34976.875,22662.5,0.6665331056099735,False
University of South Carolina-Upstate,24051.6,32270.0,1.4645694610760103,False
Winthrop University,28473.176470588234,27029.41176470588,0.9785755231641893,False
Wofford College,22010.333333333332,35400.0,1.4701234567901238,False
Augustana University,22683.0,37960.0,1.518044992223638,True
Black Hills State University,27121.333333333332,32333.333333333332,1.2711991354590628,False
Dakota State University,24417.833333333332,40166.666666666664,1.666514243962232,True
Dakota Wesleyan University,25936.0,46100.0,1.8283274505478344,True
Mount Marty College,26854.5,46150.0,1.7313225416196127,True
Northern State University,25216.0,37700.0,1.4437843784378437,False
Presentation College,25996.0,56800.0,2.1230470210062045,True
South Dakota School of Mines and Technology,26900.5,62300.0,2.299414488017429,True
South Dakota State University,23710.833333333332,40273.333333333336,1.642122787152267,True
University of Sioux Falls,21733.0,41766.666666666664,1.8604473350705568,True
University of South Dakota,24534.105263157893,35589.47368421053,1.4185805141666874,False
Austin Peay State University,25195.6,31560.0,1.3702227655333439,False
Baptist Memorial College of Health Sciences,35120.5,55850.0,1.602241747858932,True
Belmont University,21879.363636363636,34072.72727272727,1.5657406328713341,True
Carson-Newman University,23203.666666666668,39533.333333333336,1.6278383250243238,True
Christian Brothers University,24413.666666666668,42100.0,1.9167780440443947,True
Cumberland University,25807.5,40800.0,1.8301321044546852,True
Lipscomb University,25209.14285714286,39828.57142857143,1.5674545062259813,True
East Tennessee State University,22474.0,31242.85714285714,1.510223189661883,True
Freed-Hardeman University,25386.25,41750.0,1.7129084967320258,True
Johnson University,25828.0,24533.333333333332,0.9449596520537273,False
King University,21437.5,45550.0,2.1721602804088844,True
Lee University,27079.3,30590.0,1.1346875532149645,False
Lincoln Memorial University,20351.0,47300.0,2.206259620318112,True
Martin Methodist College,26799.0,48400.0,1.6982456140350877,True
Memphis College of Art,36693.0,16850.0,0.4668553103188078,False
University of Memphis,27505.571428571428,33877.142857142855,1.283763434476383,False
Middle Tennessee State University,23359.425,32687.5,1.4779639404683285,False
O'More College of Design,26754.0,25700.0,0.9903660886319846,False
Rhodes College,19676.6,32560.0,1.4240472553456165,False
Tennessee Wesleyan University,18000.5,42650.0,2.563037423846823,True
The University of Tennessee-Chattanooga,20915.52380952381,36776.19047619047,1.8288995230673746,True
The University of Tennessee-Knoxville,21134.571428571428,37185.71428571428,1.749094986985085,True
The University of Tennessee-Martin,24065.473684210527,32521.052631578947,1.3783885094128712,False
Tennessee Technological University,18368.260869565216,37986.95652173913,2.180041524360167,True
Trevecca Nazarene University,17366.0,42200.0,2.4463768115942033,True
Tusculum University,26026.8,33740.0,1.480486907083711,False
Union University,26681.75,39425.0,1.6101380714886346,True
Vanderbilt University,15362.857142857143,52642.857142857145,3.623430832970937,True
Abilene Christian University,23111.0,42980.0,1.8706336995678314,True
Angelo State University,21639.285714285714,35092.857142857145,1.7492397503454442,True
Austin College,22575.0,28700.0,1.180272952853598,False
Baylor University,22032.176470588234,41529.41176470588,1.8327983221668396,True
Concordia University Texas,29165.75,49950.0,1.7472761823233107,True
Texas A & M University-Corpus Christi,25233.526315789473,34189.47368421053,1.3911691611723676,False
Dallas Baptist University,23251.88888888889,34022.22222222222,1.5470795581094672,True
University of Dallas,22192.25,33200.0,1.3053347721518216,False
East Texas Baptist University,26088.0,41500.0,1.6436738496190741,True
Texas A&M University-Texarkana,18013.333333333332,30133.333333333332,1.7810938643024758,True
Texas A & M University-Commerce,22884.615384615383,36592.307692307695,1.682996889205937,True
Hardin-Simmons University,27247.0,42000.0,1.645092775944261,True
Houston Baptist University,24580.666666666668,39950.0,1.562723847316361,True
University of Houston-Clear Lake,19445.625,40025.0,2.277358004984584,True
University of Houston-Downtown,23174.238095238095,38142.857142857145,1.8526073339929392,True
University of Houston,21747.25925925926,42138.88888888889,2.133183410596977,True
Howard Payne University,23008.5,31900.0,1.2760835303388496,False
University of the Incarnate Word,30987.909090909092,34763.63636363636,1.165703984709392,False
Lamar University,26219.0,40100.0,1.644486068099412,True
Texas A & M International University,17805.9375,29175.0,1.8023506798493214,True
LeTourneau University,27561.4,42840.0,1.505548415332043,True
Lubbock Christian University,22566.666666666668,44966.666666666664,2.148106535877287,True
University of Mary Hardin-Baylor,26626.0,37742.857142857145,1.4496735266255638,False
McMurry University,29473.0,35900.0,1.2118143459915611,False
Midwestern State University,23474.64285714286,40728.57142857143,1.7273761521533897,True
University of North Texas,21841.56862745098,38466.666666666664,1.800619116822304,True
Our Lady of the Lake University,26131.0,29416.666666666668,1.1460932872002514,False
The University of Texas Rio Grande Valley,13460.064516129032,31522.58064516129,2.943874285524394,True
Prairie View A & M University,30942.875,39362.5,1.3949338494309231,False
Rice University,12558.42857142857,63885.71428571428,6.069254043941474,True
Saint Edward's University,23900.70588235294,31282.352941176472,1.254978754528619,False
Sam Houston State University,23584.0625,36500.0,1.6317662413798313,True
Schreiner University,20805.0,67400.0,3.5946666666666665,True
St. Mary's University,27016.666666666668,33111.11111111111,1.225017242006541,False
Southern Methodist University,19557.095238095237,44995.23809523809,2.3311404413666104,True
Southwestern Assemblies of God University,27428.6,28520.0,1.1323122577785922,False
Stephen F Austin State University,26607.653846153848,34088.46153846154,1.3311821675278341,False
Texas State University,22440.410714285714,36728.57142857143,1.6869147114817953,True
Southwestern Adventist University,28098.0,63700.0,2.1057851239669416,True
Tarleton State University,21197.217391304348,36504.34782608696,1.7481142972029817,True
Texas A & M University-Kingsville,21992.0,35628.57142857143,1.651542475776744,True
Texas A & M University-College Station,19220.921875,48003.125,2.5641870407827234,True
The University of Texas at Arlington,20847.07894736842,41931.57894736842,2.1499084346744355,True
The University of Texas at Austin,20981.462962962964,43188.88888888889,2.0620324248508877,True
The University of Texas at Dallas,19565.076923076922,39365.38461538462,2.153699020207038,True
The University of Texas at El Paso,20943.032258064515,32396.774193548386,1.8106809941156365,True
The University of Texas at Tyler,19990.333333333332,39844.444444444445,2.076477405571417,True
Texas Christian University,20816.947368421053,42926.31578947369,2.0699633492768674,True
Texas Lutheran University,25670.5,35616.666666666664,1.3321930415263747,False
The University of Texas of the Permian Basin,16087.0,44914.28571428572,2.735275618040484,True
The University of Texas at San Antonio,24365.25,37660.0,1.6090497733687734,True
Texas Southern University,30894.666666666668,31377.777777777777,1.0770345986908514,False
Texas Tech University,24173.375,42581.25,1.7592623570292254,True
Texas Wesleyan University,24274.666666666668,29366.666666666668,1.305789726146869,False
Texas Woman's University,22769.478260869564,37743.47826086957,1.7617437702491134,True
Trinity University,20927.0,49650.0,2.1465140228795887,True
Wayland Baptist University,21043.5,39950.0,2.0498015873015873,True
West Texas A & M University,21910.761904761905,36076.19047619047,1.7080924391737529,True
Brigham Young University-Provo,14750.697674418605,39853.48837209302,3.5737581043699596,True
Brigham Young University-Hawaii,10681.25,26425.0,2.6417061628526777,True
Southern Utah University,15327.5,31164.285714285714,2.54322937907147,True
Utah State University,17289.194444444445,36397.22222222222,2.402874680651747,True
University of Utah,20174.4,41856.666666666664,2.3633485204618014,True
Castleton University,23751.666666666668,35766.666666666664,1.3983061044406409,False
Champlain College,24741.76923076923,34715.38461538462,1.3261969190262612,False
Northern Vermont University,24286.428571428572,30328.571428571428,1.2191091202014053,False
Middlebury College,14732.0,50600.0,3.506589914792477,True
University of Vermont,20718.241379310344,34865.51724137931,1.555680424210478,True
Averett University,27606.0,41100.0,1.5848215867297155,True
Bluefield College,20894.5,40575.0,2.0365010340496563,True
Bridgewater College,24917.333333333332,31350.0,1.1836384320014046,False
College of William and Mary,18273.066666666666,36220.0,1.9274411873286412,True
Regent University,26552.85714285714,31571.428571428572,1.2425334425090957,False
Jefferson College of Health Sciences,26476.5,52150.0,2.025577464788732,True
Emory & Henry College,27099.0,34700.0,1.2851851851851852,False
Eastern Mennonite University,21493.5,46150.0,2.5998886807860595,True
Ferrum College,34170.5,26900.0,0.8817546924147888,False
George Mason University,21428.846153846152,41723.07692307692,2.006978578591093,True
Hampden-Sydney College,24777.0,42900.0,1.588888888888889,True
Hampton University,26386.2,27960.0,1.0282589597683938,False
Hollins University,27529.0,19500.0,0.7222222222222222,False
James Madison University,20178.263157894737,39194.73684210526,1.8900017711196455,True
Liberty University,26884.909090909092,34045.454545454544,1.2651705172739762,False
Longwood University,23374.6,31210.0,1.2765421651869542,False
University of Lynchburg,27852.0,56400.0,1.9964601769911503,True
Mary Baldwin University,26752.0,33050.0,1.2872165921056633,False
University of Mary Washington,20118.733333333334,30686.666666666668,1.4257600530274597,False
Marymount University,25915.555555555555,40688.88888888889,1.6437883871697376,True
Old Dominion University,23914.633333333335,39566.666666666664,1.654422851957252,True
Randolph-Macon College,23617.0,34616.666666666664,1.3216795268763766,False
University of Richmond,20093.0,46310.0,2.150967865163468,True
Roanoke College,24263.0,36600.0,1.3555555555555556,False
Shenandoah University,24550.5,36000.0,1.3954874710343403,False
Southern Virginia University,24820.0,22700.0,0.9458333333333332,False
Sweet Briar College,20727.0,37500.0,1.7857142857142858,True
The University of Virginia's College at Wise,20822.666666666668,37166.666666666664,1.8216084432273736,True
Virginia Polytechnic Institute and State University,22312.134615384617,45075.0,1.8545910528086078,True
Virginia Commonwealth University,23843.74418604651,35581.395348837206,1.4374274402410065,False
University of Virginia-Main Campus,17347.125,50806.25,2.8819456390370877,True
Virginia Military Institute,21050.428571428572,37971.42857142857,1.5583824506336115,True
Virginia State University,30161.75,28787.5,0.9516385493358142,False
Virginia Union University,30999.4,22200.0,0.722351066006139,False
Virginia Wesleyan University,27103.75,26725.0,0.9898148148148149,False
Washington and Lee University,17934.5,52150.0,2.9988452561978987,True
Central Washington University,21459.969696969696,37660.606060606064,1.8174172487821871,True
Eastern Washington University,21927.89285714286,36507.142857142855,1.710277704953708,True
The Evergreen State College,17858.0,21150.0,1.2031180458520936,False
Gonzaga University,21762.4,41990.0,1.7104683035817612,True
Northwest University,23117.0,42760.0,1.8805566972464067,True
Pacific Lutheran University,24055.666666666668,33960.0,1.3427371676585038,False
Saint Martin's University,24221.333333333332,41050.0,1.6224782036861225,True
Seattle Pacific University,23760.0,41450.0,1.6433882614192736,True
Seattle University,21215.772727272728,44286.36363636364,1.8980120702161107,True
Washington State University,20620.625,40665.0,1.9889663492063057,True
University of Washington-Seattle Campus,16144.785714285714,43680.0,2.8662250302036143,True
Western Washington University,19314.926829268294,32575.60975609756,1.6992241731749045,True
Whitman College,15621.333333333334,28833.333333333332,1.7297491555759272,True
Whitworth University,23901.090909090908,39100.0,1.7642264799263836,True
Alderson Broaddus University,27737.0,60700.0,2.248148148148148,True
Appalachian Bible College,15552.0,18100.0,1.2928571428571431,False
University of Charleston,24355.0,48900.0,1.9431802299726828,True
Concord University,21372.4,26740.0,1.286148854991993,False
Fairmont State University,22905.0,35622.22222222222,1.5982093355656446,True
Marshall University,24671.764705882353,29200.0,1.216238187387984,False
Shepherd University,22253.909090909092,33454.545454545456,1.5136552241819188,True
West Virginia State University,24781.714285714286,27414.285714285714,1.2033020923212718,False
West Liberty University,24565.6,29740.0,1.2504719758218754,False
West Virginia University Institute of Technology,23286.866666666665,42940.0,1.7503111975530499,True
West Virginia Wesleyan College,27634.0,53900.0,1.996296296296296,True
West Virginia University,23377.958333333332,38914.583333333336,1.5706607913019042,True
Wheeling Jesuit University,25029.5,44350.0,1.7302962962962964,True
Bellin College,17149.0,55800.0,3.72,True
Cardinal Stritch University,28328.333333333332,43900.0,1.5001401433686972,True
Carroll University,25001.909090909092,37881.818181818184,1.436889873089476,False
Carthage College,26185.266666666666,36233.333333333336,1.3482449788692255,False
Concordia University-Wisconsin,27280.615384615383,39338.46153846154,1.4725142272933849,False
Edgewood College,23086.6,42480.0,1.7172162160846305,True
Lakeland University,26599.166666666668,39216.666666666664,1.5607740171166382,True
Lawrence University,18877.0,23700.0,1.5047619047619047,True
Marquette University,21762.65625,44343.75,1.8634399709330567,True
Milwaukee School of Engineering,27164.0,59911.11111111111,2.1509869498629715,True
Mount Mary University,24403.0,29850.0,1.2129278350515464,False
Ripon College,25641.25,31350.0,1.1784754993019582,False
Saint Norbert College,22650.428571428572,39514.28571428572,1.5840273599770072,True
Viterbo University,26731.0,47350.0,1.8276018265615093,True
University of Wisconsin-Whitewater,23988.60714285714,37792.857142857145,1.5532092311114287,True
University of Wisconsin-Eau Claire,21256.793103448275,38344.8275862069,1.7357377956293858,True
University of Wisconsin-Green Bay,21602.954545454544,34245.454545454544,1.5842449801839817,True
University of Wisconsin-La Crosse,21558.466666666667,37206.666666666664,1.6527929305010691,True
Wisconsin Lutheran College,23758.0,45900.0,1.8038302467183938,True
University of Wisconsin-Oshkosh,23173.375,38018.75,1.6589291174494292,True
University of Wisconsin-Parkside,22929.166666666668,34433.333333333336,1.5958978400185415,True
University of Wisconsin-Stout,22936.823529411766,44805.882352941175,1.8745390209409403,True
University of Wisconsin-Superior,23795.0,35157.142857142855,1.5747583053533183,True
University of Wisconsin-Madison,20272.69230769231,43252.307692307695,2.0176324740756577,True
University of Wisconsin-Milwaukee,25606.86046511628,37416.27906976744,1.4548152631829459,False
University of Wisconsin-Platteville,22623.473684210527,47400.0,1.9719651105003793,True
University of Wisconsin-River Falls,21307.78947368421,35515.78947368421,1.6687529381671584,True
University of Wisconsin-Stevens Point,22333.08695652174,34686.95652173913,1.5014828631974522,True
University of Wyoming,19198.758620689656,36858.620689655174,2.094830798353327,True
University of Puerto Rico-Aguadilla,8029.666666666667,11733.333333333334,1.8837185413456599,True
University of Puerto Rico-Carolina,6716.0,11700.0,1.9497198677677428,True
University of the Virgin Islands,18878.0,23000.0,1.2065890252859093,False
Stanford University,14055.75,64262.5,5.0887959463852575,True
Purdue University-Main Campus,19896.14285714286,49380.95238095238,2.376691872676264,True
New College of Florida,16180.0,20100.0,1.3076572766898706,False
California State University-San Marcos,18943.3,36610.0,2.0303479639243522,True
University of Washington-Bothell Campus,15936.037037037036,45288.88888888889,3.108201456538805,True
University of Washington-Tacoma Campus,16217.185185185184,39611.11111111111,2.596594074497668,True
Watkins College of Art Design & Film,31825.0,26400.0,0.8655737704918033,False
Soka University of America,19474.0,25600.0,1.3128205128205128,False
Arizona State University-West,21478.0,35544.444444444445,1.7565703436157039,True
California State University-Monterey Bay,15402.214285714286,35257.142857142855,2.760886351563674,True
Arizona State University-Polytechnic,23160.277777777777,41961.11111111111,1.8851026908936181,True
Florida Gulf Coast University,20666.928571428572,35839.28571428572,1.7346972744976359,True
Franklin W Olin College of Engineering,15937.0,77700.0,4.951883245172391,True
DigiPen Institute of Technology,30915.5,50250.0,1.861111111111111,True
University of California-Merced,19176.18181818182,33590.90909090909,1.7025656130628315,True
Ave Maria University,20230.25,26675.0,1.2698210050890593,False
University of South Florida-St Petersburg,20195.739130434784,32878.260869565216,1.7423780583041084,True
Arizona State University-Downtown Phoenix,21577.529411764706,39141.17647058824,1.875810872879345,True
University of South Florida-Sarasota-Manatee,20479.70588235294,34258.82352941176,1.8039234557924995,True
The King's College,23388.5,42900.0,1.7799773755656108,True
University of Minnesota-Rochester,21125.0,44400.0,1.9519915589554209,True
John Paul the Great Catholic University,23212.0,22500.0,0.9184048328503204,False
Pennsylvania State University-World Campus,25038.96875,40990.625,1.5671650085673776,True
Augusta University,24570.722222222223,36133.333333333336,1.6420874395652243,True
Middle Georgia State University,26002.2,33160.0,1.4063766116459637,False
University of North Georgia,21468.904761904763,35909.52380952381,1.7889771672913832,True
University of Florida-Online,17731.46153846154,35615.38461538462,2.0321324840304245,True
Kennesaw State University,26202.755555555555,41991.11111111111,1.6682437233730396,True
Milligan College,28302.0,48000.0,1.6842105263157894,True
Husson University,27698.714285714286,34714.28571428572,1.2685588020056322,False
Purdue University Northwest,25622.58823529412,36252.94117647059,1.5231058404274083,True
